ce,ganguli,subparva,similarity,note,first_words_ganguli
8.58,8.80,,0.21,,"""Sanjaya said, 'Then, O king, Dhananjaya, desirous of rescuing Kunti's"
8.59,8.81,,0.26,,"""Sanjaya said, 'Meanwhile ninety Kaurava car-warriors rushed for battl"
8.60,8.82,,0.44,,"""Sanjaya said, 'After the Kurus, O king, had been put to flight by the"
8.61,8.83,,0.17,,"""Sanjaya said, 'Fighting fiercely, prince Duhshasana achieved the most"
8.62,8.84;8.85,,0.36,,"""Sanjaya said, 'After the slaughter of Duhshasana, O king, ten of thy "
8.63,8.86;8.87,,0.32,,"""Sanjaya said, 'Beholding the gigantic and roaring Karna, incapable of"
8.64,8.88,,0.32,,"""Sanjaya said, 'Meanwhile the welkin, filled with gods and Nagas and A"
8.65,8.89,,0.15,,"Sanjaya said, ""Then when the blare of conchs and the peal of drums bec"
8.66,8.90,,0.23,,"""Sanjaya said, 'Flying away in consequence of the falling of Arjuna's "
8.67,8.91;8.92;8.93,,0.16,,"""Sanjaya said, 'Then Vasudeva, stationed on the car, addressed Karna, "
8.68,8.94;8.95,,0.15,,"""Sanjaya said, 'The ruler of the Madras then, beholding thy son employ"
8.69,8.96,,0.32,,"""Sanjaya said, 'After Karna had thus been slain and the Kaurava troops"
9.1,9.1,,0.32,,"Om! Having bowed down unto Narayana and Nara, the most exalted of male"
9.2,9.2,,0.51,,"Vaishampayana said, ""After the ladies had been dismissed, Dhritarashtr"
9.3,9.3;9.4,,0.30,,"""Sanjaya said, 'Hear, O king, with attention, how that great carnage o"
9.4,9.5,,0.21,,"""Sanjaya said, 'Thus addressed by the celebrated grandson of Gotama, t"
9.5,9.6,,0.25,,"""Sanjaya said, 'On that table land at the foot of Himavat, those warri"
9.6,9.7,,0.46,,"""Sanjaya said, 'Hearing these words of the (Kuru) king, the valiant mo"
9.7,9.8,,0.42,,"""Sanjaya said, 'After that night had passed away, king Duryodhana then"
9.8,9.9,,0.16,,"""Sanjaya said, 'Then commenced the battle between the Kurus and the Sr"
9.9,9.10,,0.65,,"""Sanjaya said, 'Beholding the army broken, the valiant king of the Mad"
9.10,9.11,,0.37,,"Sanjaya said, ""When the troops, slaughtered by one another, were thus "
9.11,9.12,,0.44,,"""Sanjaya said, 'Seeing his driver fallen, Shalya, O king, quickly took"
9.12,9.13,,0.50,,"""Sanjaya said, 'When king Yudhishthira the just was thus afflicted by "
9.13,9.14,,0.44,,"""Sanjaya said, 'Meanwhile Arjuna, in that battle, pierced with many ar"
9.14,9.15,,0.42,,"""Sanjaya said, 'Duryodhana, O king, and Dhrishtadyumna, the son of Pri"
9.15,9.16,,0.37,,"""Sanjaya said, 'Then, O lord, thy troops, with Shalya at their head, o"
9.16,9.17,,0.27,,"""Sanjaya said, 'Taking up another bow that was very strong and much to"
9.17,9.18,,0.41,,"""Sanjaya said, 'After the slaughter of Shalya, O king, the followers o"
9.18,9.19,,0.40,,"""Sanjaya said, 'Upon the fall of that great king and mighty car-warrio"
9.19,9.20,,0.46,,"""Sanjaya said, 'After the (Kuru) army had been rallied, Shalva, the ru"
9.20,9.21,,0.32,,"""Sanjaya said, 'After the heroic Salwa, that ornament of assemblies, h"
9.21,9.22,,0.30,,"""Sanjaya said, 'That foremost of car-warriors, O monarch, thy son, rid"
9.22,9.23,,0.23,,"""Sanjaya said, 'During the progress of that terrible and awful battle,"
9.23,9.24,,0.26,,"""Sanjaya said, 'When the loud noise of battle had somewhat subsided an"
9.24,9.25,,0.28,,"""Sanjaya said, 'Dhananjaya, with his Gandiva, frustrated the purpose o"
9.25,9.26,,0.44,,"""Sanjaya said, 'After that elephant-division had been destroyed, O Bha"
9.26,9.27,,0.61,,"""Sanjaya said, 'Duryodhana, O king, and thy son Sudarsa, the only two "
9.27,9.28,,0.35,,"""Sanjaya said, 'During the progress of that battle which was so destru"
9.28,9.29,Hrada-pravesa Parva,0.34,,"""Sanjaya said, 'After this, the followers of Subala's son, O monarch, "
9.29,9.30,Hrada-pravesa Parva,0.45,,"""Dhritarashtra said, 'After all the Kaurava troops had been slain by t"
9.30,9.31,Hrada-pravesa Parva,0.36,,"""Sanjaya said, 'After those three car-warriors had left that spot, the"
9.31,9.32,Gada-yuddha Parva,0.25,,"""Dhritarashtra said, 'Thus admonished (by his foes), how, indeed, did "
9.32,9.33,Gada-yuddha Parva,0.36,,"""Sanjaya said, 'Whilst Duryodhana, O king, was repeatedly roaring in t"
9.33,9.34,Gada-yuddha Parva,0.20,,"""Sanjaya said, 'When that fierce battle, O monarch, was about to comme"
9.34,9.35,Gada-yuddha Parva,0.43,,"Janamejaya said, ""On the eve of the great battle (between the Kurus an"
9.35,9.36,Gada-yuddha Parva,0.59,,"Vaishampayana said, ""Baladeva (as already said), proceeded next to the"
9.36,9.37,Gada-yuddha Parva,0.42,,"Vaishampayana said, ""Then Valadeva, O king, proceeded to Vinasana wher"
9.37,9.38,Gada-yuddha Parva,0.44,,"Janamejaya said, ""Why was that tirtha called Sapta-Saraswat? Who was t"
9.38,9.39,Gada-yuddha Parva,0.38,,"Vaishampayana said, ""Having passed one night more, Rama, having the pl"
9.39,9.40,Gada-yuddha Parva,0.49,,"Janamejaya said, ""Why did the adorable Arshtishena undergo the austere"
9.40,9.41,Gada-yuddha Parva,0.32,,"Vaishampayana said, ""The delighter of the Yadus then proceeded to the "
9.41,9.42,Gada-yuddha Parva,0.62,,"Janamejaya said, ""Why is the current of (the tirtha known by the name "
9.42,9.43,Gada-yuddha Parva,0.38,,"Vaishampayana said, ""Cursed by the intelligent Vishvamitra in anger, S"
9.43,9.44,Gada-yuddha Parva,0.38,,"Janamejaya said, ""Thou hast described the merits of the Sarasvati, O b"
9.44,9.45,Gada-yuddha Parva,0.47,,"Vaishampayana said, ""Collecting all articles as laid down in the scrip"
9.45,9.46,Gada-yuddha Parva,0.41,,"Vaishampayana said, ""Listen now to the large bands of the mothers, tho"
9.46,9.47,Gada-yuddha Parva,0.20,,"Janamejaya said, ""This history, O regenerate one, that I have heard fr"
9.47,9.48,Gada-yuddha Parva,0.32,,"Vaishampayana said, ""Rama (as already said) then proceeded to the tirt"
9.48,9.49,Gada-yuddha Parva,0.43,,"Vaishampayana said, ""The mighty chief of the Yadus, having proceeded t"
9.49,9.50,Gada-yuddha Parva,0.60,,"Vaishampayana said, ""In that tirtha lived in days of yore a Rishi of v"
9.50,9.51,Gada-yuddha Parva,0.53,,"Vaishampayana said, ""There, in that tirtha, O Bharata, where the Lord "
9.51,9.52,Gada-yuddha Parva,0.37,,"Janamejaya said, ""Why, O regenerate one, did that maiden betake hersel"
9.52,9.53,Gada-yuddha Parva,0.34,,"""The Rishis said, 'O Rama, this Samantapanchaka is said to be the eter"
9.53,9.54,Gada-yuddha Parva,0.41,,"Vaishampayana said, ""Having visited Kurukshetra and given away wealth "
9.54,9.55,Gada-yuddha Parva,0.18,,"Vaishampayana said, ""Even thus, O Janamejaya, did that terrible battle"
9.55,9.56,Gada-yuddha Parva,0.18,,"Vaishampayana said, ""At the outset, O Janamejaya a fierce wordy encoun"
9.56,9.57,Gada-yuddha Parva,0.31,,"""Sanjaya said, 'Duryodhana, with heart undepressed, beholding Bhimasen"
9.57,9.58,Gada-yuddha Parva,0.32,,"""Sanjaya said, 'Beholding that fight thus raging between those two for"
9.58,9.59,Gada-yuddha Parva,0.30,,"""Sanjaya said, 'Beholding Duryodhana felled upon the earth like a giga"
9.59,9.60,Gada-yuddha Parva,0.21,,"""Dhritarashtra said, 'Beholding the (Kuru) king struck down unfairly, "
9.60,9.61,Gada-yuddha Parva,0.30,,"""Dhritarashtra said, 'Beholding Duryodhana struck down in battle by Bh"
9.61,9.62,Gada-yuddha Parva,0.41,,"Sanjaya said, ""All those kings, possessed of arms that resembled spike"
9.62,9.63,Gada-yuddha Parva,0.37,,"Janamejaya said, ""For what reason did that tiger among kings, Yudhisht"
9.63,9.64,Gada-yuddha Parva,0.28,,"""Dhritarashtra said, 'Kicked at the head, his thighs broken, prostrate"
9.64,9.65,Gada-yuddha Parva,0.19,,"""Sanjaya said, 'Having heard of Duryodhana's fall from the messengers,"
10.1,10.1,,0.14,,"Om! Having bowed down unto Narayana, and Nara the most exalted of male"
10.2,10.2,,0.09,,"Kripa said, ""We have heard all that thou hast said, O puissant one! Li"
10.3,10.3,,0.20,,"Sanjaya said, ""Hearing these words of Kripa that were auspicious and f"
10.4,10.4,,0.20,,"Kripa said, ""By good luck, O thou of unfading glory, thy heart is set "
10.5,10.5,,0.12,,"Kripa said, ""A person who is bereft of intelligence and who hath not h"
10.6,10.6,,0.28,,"Dhritarashtra said, ""Seeing Drona's son stop at the gate of the encamp"
10.7,10.7,,0.21,,"Sanjaya said, ""The son of Drona, O monarch, having reflected thus, des"
10.8,10.8,,0.29,,"Dhritarashtra said, ""While Drona's son, that mighty car-warrior, thus "
10.9,10.9,,0.28,,"Sanjaya said, ""Having slain all the Pancalas and the sons of Draupadi,"
10.10,10.10,,0.30,,"Vaishampayana said, ""After that night had gone away, the driver of Dhr"
10.11,10.11,,0.23,,"Vaishampayana said, ""Beholding his sons, grandsons, and friends all sl"
10.12,10.12,,0.31,,"Vaishampayana said, ""After the irresistible Bhimasena had set out, tha"
10.13,10.13,,0.26,,"Vaishampayana said, ""Having said these words, that foremost of all wie"
10.14,10.14,,0.21,,"Vaishampayana said, ""At the very outset the mighty-armed hero of Dasha"
10.15,10.15,,0.25,,"Vaishampayana said, ""At the very sight, O tiger among men, of those tw"
10.16,10.16,,0.43,,"Vaishampayana said, ""Understanding that that weapon was thrown (into t"
10.17,10.17,,0.14,,"Vaishampayana said, ""After all the troops had been slain during the ho"
10.18,10.18,,0.10,,"The holy one said, ""After the krita-yuga had elapsed, the gods, desiro"
11.1,11.1,Jalapradanika-parva,0.24,,"Om! Having bowed down unto Narayana and Nara, the foremost of male bei"
11.2,11.2,Jalapradanika-parva,0.13,,"Vaishampayana said, ""Listen, O Janamejaya, to the nectar-like words th"
11.3,11.3,Jalapradanika-parva,0.00,,"""Dhritarashtra said, O thou of great wisdom, my grief has been dispell"
11.4,11.4,Jalapradanika-parva,0.00,,"""Dhritarashtra said, O foremost speakers, how may the wilderness of th"
11.5,11.5,Jalapradanika-parva,0.00,,"""Dhritarashtra said, Tell me in detail everything about the ways of th"
11.6,11.6,Jalapradanika-parva,0.00,,"""Dhritarashtra said, Alas, great was the distress of that person and v"
11.7,11.7,Jalapradanika-parva,0.10,,"""Dhritarashtra said, Excellent is this parable that thou hast recited!"
11.8,11.8;11.9,Jalapradanika-parva,0.26,,"Vaishampayana said, ""Even after hearing the words of Vidura, the chief"
11.9,11.10,Jalapradanika-parva,0.34,,"Vaishampayana said, ""Hearing these words of Vidura, that bull of Bhara"
11.10,11.11,Jalapradanika-parva,0.42,,"Vaishampayana said, ""Dhritarashtra had not proceeded for more than two"
11.11,11.12,Jalapradanika-parva,0.24,,"Vaishampayana said, ""After all the warriors had been slaughtered, king"
11.12,11.13,Jalapradanika-parva,0.30,,"Vaishampayana said, ""Certain maid-servants then came to the king for w"
11.13,11.14,Jalapradanika-parva,0.25,,"Vaishampayana said, ""Commanded by Dhritarashtra, those bulls of Kurus "
11.14,11.14,Jalapradanika-parva,0.17,merged,"Vaishampayana said, ""Commanded by Dhritarashtra, those bulls of Kurus "
11.15,11.15,Jalapradanika-parva,0.19,,"Vaishampayana said, ""Hearing these words of Gandhari, Bhimasena, looki"
11.16,11.16,Stri-vilapa-parva,0.25,,"Vaishampayana said, ""Having said these words, Gandhari, though staying"
11.17,11.17,Stri-vilapa-parva,0.14,,"Vaishampayana said, ""Beholding Duryodhana, Gandhari, deprived of her s"
11.18,11.18,Stri-vilapa-parva,0.23,,"""Gandhari said, Behold, O Madhava, my century of sons, incapable of fa"
11.19,11.19,Stri-vilapa-parva,0.36,,"""Gandhari said, There, O Madhava, my son Vikarna, applauded by the wis"
11.20,11.20,Stri-vilapa-parva,0.38,,"""Gandhari said, He whose might and courage were regarded, O Keshava, a"
11.21,11.21,Stri-vilapa-parva,0.25,,"""Gandhari said, Then the mighty Karna, that great bowman, lieth on the"
11.22,11.22,Stri-vilapa-parva,0.36,,"""Gandhari said, Slain by Bhimasena, behold, the lord of Avanti lies th"
11.23,11.23,Stri-vilapa-parva,0.32,,"""Gandhari said, There lies Shalya, the maternal uncle himself of Nakul"
11.24,11.24,Stri-vilapa-parva,0.43,,"""Gandhari said, Behold the son of Somadatta, who was slain by Yuyudhan"
11.25,11.25,Stri-vilapa-parva,0.41,,"""Gandhari said, Behold that irresistible ruler of the Kambojas, that b"
11.26,11.26,Stri-vilapa-parva,0.46,,"""The holy one said, Arise, arise, O Gandhari, do not set thy heart on "
11.27,11.27,Stri-vilapa-parva,0.24,,"Vaishampayana said, ""Arrived at the auspicious Ganga full of sacred wa"
12.1,12.1,Rajadharmanusasana Parva,0.47,,"OM! HAVING BOWED down to Narayana, and Nara, the foremost of male bein"
12.2,12.2,Rajadharmanusasana Parva,0.58,,"""Vaisampayana said, 'That foremost of speakers, the sage Narada, thus "
12.3,12.3,Rajadharmanusasana Parva,0.43,,"""Narada said, 'That tiger of Bhrigu's race (viz., Rama), was well-plea"
12.4,12.4,Rajadharmanusasana Parva,0.44,,"""Narada said, 'Having thus obtained weapons from him of Bhrigu's race,"
12.5,12.5,Rajadharmanusasana Parva,0.56,,"""Narada said, 'Hearing of the fame of Karna's might, the ruler of the "
12.6,12.6,Rajadharmanusasana Parva,0.14,,"""Vaisampayana said, 'Having said these words, the celestial Rishi Nara"
12.7,12.7,Rajadharmanusasana Parva,0.35,,"Vaisampayana said, ""The righteous-souled Yudhishthira, with an agitate"
12.8,12.8,Rajadharmanusasana Parva,0.21,,"Vaisampayana said, ""Like a person unwilling to forgive an insult, Arju"
12.9,12.9,Rajadharmanusasana Parva,0.02,,"""Yudhishthira said, 'For a little while, O Arjuna, concentrate thy att"
12.10,12.10,Rajadharmanusasana Parva,0.13,,"Bhimasena said, ""Thy understanding, O king, has become blind to the tr"
12.11,12.11,Rajadharmanusasana Parva,0.12,,"""Arjuna said, 'In this connection an old history is cited, viz., the d"
12.12,12.12,Rajadharmanusasana Parva,0.20,,"""Vaisampayana said, 'Hearing these words of Arjuna, O chastiser of foe"
12.13,12.13,Rajadharmanusasana Parva,0.04,,"""Sahadeva said, 'By casting off all external objects only, O Bharata, "
12.14,12.14,Rajadharmanusasana Parva,0.20,,"Vaisampayana said, ""When Kunti's son, king Yudhishthira the just, rema"
12.15,12.15,Rajadharmanusasana Parva,0.18,,"Vaisampayana said, ""Hearing these words of Yajnasena's daughter, Arjun"
12.16,12.16,Rajadharmanusasana Parva,0.24,,"Vaisampayana said, ""After the conclusion of Arjuna's speech, Bhimasena"
12.17,12.17,Rajadharmanusasana Parva,0.14,,"""Yudhishthira said, 'Discontent, heedless attachment to earthly goods,"
12.18,12.18,Rajadharmanusasana Parva,0.14,,"Vaisampayana said, ""When Yudhishthira, after saying these words, becam"
12.19,12.19,Rajadharmanusasana Parva,0.13,,"""Yudhishthira said, 'I am conversant with both the Vedas and the scrip"
12.20,12.20,Rajadharmanusasana Parva,0.55,,"Vaisampayana said, ""After Yudhishthira had stopped, the great ascetic "
12.21,12.21,Rajadharmanusasana Parva,0.10,,"""Devasthana said, 'In this connection is cited an old history, viz., t"
12.22,12.22,Rajadharmanusasana Parva,0.19,,"Vaisampayana said, ""After this, Arjuna once more addressed his eldest "
12.23,12.22,Rajadharmanusasana Parva,0.09,merged,"Vaisampayana said, ""After this, Arjuna once more addressed his eldest "
12.24,12.23,Rajadharmanusasana Parva,0.62,,"Vaisampayana said, ""Thus addressed by Arjuna of curly hair, the Kuru k"
12.25,12.24,Rajadharmanusasana Parva,0.28,,"Vaisampayana said, ""Once more the great sage Krishna-Dwaipayana said t"
12.26,12.25;12.26,Rajadharmanusasana Parva,0.21,,"Vaisampayana said, ""Hearing the words of the Island-born Rishi and see"
12.27,12.27,Rajadharmanusasana Parva,0.23,,"""Yudhishthira said, 'In consequence of the fall Abhimanyu of tender ye"
12.28,12.28,Rajadharmanusasana Parva,0.12,,"Vaisampayana said, ""Vyasa then dispelled the grief of the eldest son o"
12.29,12.29,Rajadharmanusasana Parva,0.40,,"Vaisampayana said, ""The foremost of kings, viz., Yudhishthira the son "
12.30,12.30,Rajadharmanusasana Parva,0.61,,"""Yudhishthira said, 'How did the son of Srinjaya become Suvarnashthivi"
12.31,12.31,Rajadharmanusasana Parva,0.45,,"Vaisampayana said, ""The royal son of Pandu then addressed Narada, sayi"
12.32,12.32,Rajadharmanusasana Parva,0.06,,"Vaisampayana said, ""Unto king Yudhishthira who still remained speechle"
12.33,12.33,Rajadharmanusasana Parva,0.14,,"""Yudhishthira said, 'Sons and grandsons and brothers and sires and fat"
12.34,12.34,Rajadharmanusasana Parva,0.02,,"""Yudhishthira said, 'After doing what acts does a man become liable to"
12.35,12.35,Rajadharmanusasana Parva,0.31,,"(contd.) Listen now to the circumstances under which men, by even comm"
12.36,12.36,Rajadharmanusasana Parva,0.07,,"""Vyasa said, 'By penances, religious rites, and gifts, O Bharata, a ma"
12.37,12.37,Rajadharmanusasana Parva,0.25,,"""Yudhishthira said, 'Tell me, O grandfather, what food is clean and wh"
12.38,12.38,Rajadharmanusasana Parva,0.45,,"""Yudhishthira said, 'O holy and great ascetic, I desire to hear in det"
12.39,12.39;12.40,Rajadharmanusasana Parva,0.32,,"""Vaisampayana said, 'At the time the Parthas entered the city, thousan"
12.40,12.41,Rajadharmanusasana Parva,0.45,,"""Vaisampayana said, 'The royal son of Kunti, freed from grief and the "
12.41,12.42,Rajadharmanusasana Parva,0.57,,"""Vaisampayana said, 'Having heard those words, suitable to time and pl"
12.42,12.43,Rajadharmanusasana Parva,0.56,,"""Vaisampayana said, 'After this king Yudhishthira of magnanimous soul "
12.43,12.44,Rajadharmanusasana Parva,0.29,,"""Vaisampayana said, 'Having got back the kingdom, king Yudhishthira of"
12.44,12.45,Rajadharmanusasana Parva,0.51,,"""Vaisampayana said, 'The king dismissed all his subjects, who, command"
12.45,12.46,Rajadharmanusasana Parva,0.45,,"""Janamejaya said, 'It behoveth thee, O learned Brahmana, to tell me wh"
12.46,12.47,Rajadharmanusasana Parva,0.31,,"""Yudhishthira said, 'How wonderful is this, O thou of immeasurable pro"
12.47,12.48,Rajadharmanusasana Parva,0.27,,"""Janamejaya said, 'How did the grandsire of the Bharatas, who lay on a"
12.48,12.49,Rajadharmanusasana Parva,0.43,,"Vaisampayana said, ""Then Hrishikesa and king Yudhishthira, and all tho"
12.49,12.50,Rajadharmanusasana Parva,0.53,,"""Vasudeva said, 'Listen, O son of Kunti, to the story of Rama's energy"
12.50,12.51,Rajadharmanusasana Parva,0.25,,"""Vaisampayana said, 'King Yudhishthira, hearing of those feats of Rama"
12.51,12.51,Rajadharmanusasana Parva,0.16,merged,"""Vaisampayana said, 'King Yudhishthira, hearing of those feats of Rama"
12.52,12.52,Rajadharmanusasana Parva,0.31,,"""Vaisampayana said, 'Hearing these words of Krishna fraught with Moral"
12.53,12.53,Rajadharmanusasana Parva,0.45,,"""Vaisampayana said, 'The slayer of Madhu, retiring to his bed, slept h"
12.54,12.54,Rajadharmanusasana Parva,0.33,,"""Janamejaya said, 'When that tiger among men, of righteous soul and gr"
12.55,12.55,Rajadharmanusasana Parva,0.15,,"""Vaisampayana said, 'Endued with great energy, the delighter of the Ku"
12.56,12.56,Rajadharmanusasana Parva,0.25,,"Vaisampayana said, 'Having bowed unto Hrishikesa, and saluted Bhishma,"
12.57,12.57,Rajadharmanusasana Parva,0.35,,"""Bhishma said, 'The king, O Yudhishthira, should always be ready for a"
12.58,12.58,Rajadharmanusasana Parva,0.34,,"""Bhishma said, 'Protection of the subject, O Yudhishthira, is the very"
12.59,12.59,Rajadharmanusasana Parva,0.26,,"Vaisampayana said, ""Rising from their beds the next day and performing"
